MATRICULE;DEPARTEMENT;FRANCE SERVICES;ADRESSE;COMPLEMENT D'ADRESSE;CODE INSEE;CODE POSTAL;COMMUNE;LATITUDE;LONGITUDE;CONTACT MAIL;TELEPHONE;TYPE STRUCTURE PORTEUSE;STRUCTURE PORTEUSE;HORAIRES LUNDI;HORAIRES MARDI;HORAIRES MERCREDI;HORAIRES JEUDI;HORAIRES VENDREDI;HORAIRES SAMEDI;ITINERANCE;FORMAT FRANCE SERVICES
589;84;Pays d’Apt Luberon;;;84003;84400;APT;43.88884;5.376994;efs.ccpal@paysapt-luberon.fr;07 85 10 33 80;Collectivité;Communauté de communes du Pays d’Apt Luberon;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;-;Oui;Espace labellisé
590;17;Tonnay-Charente - Itinérante;;;17449;17430;TONNAY CHARENTE;45.94482;-0.89474;bus.france.services@gmail.com;-;Association;CAP Tonnay-Charente;13:30 - 16:00;10:00 - 12:30 / 13:30 - 16:00;13:30 - 16:00;10:00 - 12:30 / 13:30 - 16:00;10:00 - 12:30;-;Oui;Espace labellisé
592;4;Digne les Bains;;;04070;04000;DIGNE LES BAINS;;;;04 92 64 97 61;;;8:30 - 12:15 / 13:15 - 16:15;8:30 - 12:15;8:30 - 12:15;8:30 - 12:15;8:30 - 12:15 / 13:15 - 16:15;-;;Espace labellisé
593;4;Manosque;;ZI Saint Joseph ;04112;04100;MANOSQUE;43.82119;5.798193;mfs-manosque@alpesvaucluse.msa.fr;04 92 75 36 48;Opérateur;MSA ALPES VAUCLUSE;8:30 - 12:15 / 13:15 - 16:15;8:30 - 12:15;8:30 - 12:15;8:30 - 12:15;8:30 - 12:15 / 13:15 - 16:15;-;;Espace labellisé
594;29;PIMMS de Brest Kérédern;;;29019;29200;BREST;48.48419;-4.49822;brest.keredern@pimms.org;02 98 47 10 61;PIMMS;Union Nationale des PIMMS;13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 11:45;;Espace labellisé
595;56;Grand-Champ Loch info services;;;56067;56390;GRAND CHAMP;47.7601;-2.85591;lochinfoservices@gmvagglo.bzh;02 97 61 40 16;Collectivité;Golfe du Morbihan - Vannes Agglomération;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 19:00;9:00 - 12:30 / 13:30 - 17:00;Sur RDV : 9:00 - 12:30 / Sans RDV : 13:30 - 17:00;Sur RDV : 9:00 - 12:30 / Sans RDV : 13:30 - 17:00;-;;Espace labellisé
596;56;Saint-Jean-Brévelay;;;56222;56660;ST JEAN BREVELAY;47.8452;-2.71702;msap@cmc.bzh;02 97 60 43 42;Collectivité;Centre Morbihan Communauté;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;-;;Espace labellisé
601;64;Pau - Quartier Ousse des Bois;;Quartier Ousse des Bois;64445;64000;PAU;43.32185;-0.34369;;;Collectivité;VILLE DE PAU;9:30 - 16:30;9:30 - 16:30;9:30 - 16:30;-;-;-;;Espace labellisé
603;972;Le Prêcheur;;;97219;97250;LE PRECHEUR;14.80004;-61.2239;;;La Poste;La Poste;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;;Espace labellisé
604;42;Chazelles-sur-Lyon;;;42059;42140;CHAZELLES-SUR-LYON;;;france.services@forez-est.fr;04 77 94 55 70;;;-;9:30 - 16:30;9:30 - 12:00 / 14:00 - 16:30;14:00 - 16:30;9:30 - 16:30;9:30 - 12:00;;Espace labellisé
605;42;St-Bonnet le Château;;Espace Déchelette;42204;42380;ST-BONNET LE CHÂTEAU;45.42159;4.06431;mfs.sbc@loireforez.fr;04 77 50 14 30;;;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;-;;Espace labellisé
606;46;St-Géry Vers;;;46268;46330;ST-GÉRY VERS;44.47727;1.580658;msap-stgeryvers@grandcahors.fr;05 65 23 83 97;;;9:00 - 12:30 / 14:00 - 18:00;12:30 - 17:00;9:00 - 12:00;13:00 - 18:00;9:00 - 14:00;1er de chaque mois : 9:00 - 12:00;;Espace labellisé
607;47;Albret - Lavardac;;Maison des Associations;47195;47230;NERAC;;;;06 30 88 30 80;Collectivité;Communauté de communes Albret Communauté ;9:00 - 12:00 / 14:00 - 17:00;-;-;14:00 - 17:00;9:00 - 12:00;-;Oui;Espace labellisé
608;52;Montigny-le-Roi;;;52332;52140;MONTIGNY-LE-ROI;47.99735;5.486571;emmanuelle.colin@grand-langres.fr;03 25 88 57 07;;;9:00 - 12:00 / 13:30 - 17:15;9:00 - 12:00 / 13:30 - 15:00;9:00 - 12:00;9:00 - 12:00 / 13:30 - 17:15;9:00 - 12:00;-;;Espace labellisé
610;69;St Laurent de Chamousset;;;69220;69930;ST LAURENT DE CHAMOUSSET;45.73926;4.464702;msap@cc-mdl.fr;04 74 26 50 78;Collectivité;Communauté de communes des Monts du Lyonnais;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30;-;;Espace labellisé
611;69;St Symphorien sur Coise;;;69238;69590;ST SYMPHORIEN SUR COISE;45.63357;4.455723;msap@cc-mdl.fr;04 78 19 05 14;Collectivité;Communauté de communes des Monts du Lyonnais;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00;-;;Espace labellisé
612;5;La Batie Neuve;;;05017;05230;LA BÂTIE-NEUVE;44.5634;6.207475;msap@ccspva.com;04 92 50 94 62;Collectivité;Communauté de communes Serre-Ponçon Val d'Avance;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30;8:30 - 12:30;-;;Espace labellisé
613;5;Briançonnais;;;05023;05100;BRIANCON;44.89862;6.638795;franceservices@ccbrianconnais.fr;04 92 45 45 85;Collectivité;Communauté de Communes du Briançonnais ;9:00 - 12:00 / 14:00 - 18:00;13:30 - 16:30;9:30 - 13:00 / 14:00 - 16:00;9:30 - 12:30 / Itinérance : 14:00 - 17:00;9:30 - 13:00 / 14:00 - 16:00;-;;Espace labellisé
614;5;Rosans;;;05126;05150;ROSANS;44.39297;5.473281;msap.rosans@sisteronais-buech.fr;09 52 87 73 97;Collectivité;Communauté de Communes du Sisteronais-buëch;8:30 - 12:00 / 1 lundi par mois : 12:30 - 17:00 ;8:30 - 12:00 / 14:00 - 17:00;9:00 - 12:00;8:30 - 12:30 / 13:00 - 17:00 ;8:30 - 12:00;-;;Espace labellisé
615;5;Laragne;;;05070;05300;LARAGNE;44.31368;5.820744;msap.laragne@sisteronais-buech.fr;04 92 65 26 97;Collectivité;Communauté de Communes du Sisteronais-buëch;9:00 - 12:00 / 12:30 - 16:30;8:00 - 12:00 / 12:30 - 16:30;-;8:00 - 12:00 / 12:30 - 16:30;8:00 - 12:00 / 12:30 - 16:30;-;;Espace labellisé
616;5;Pays des écrins;;;05006;05120;L'ARGENTIERE-LA BESSEE;44.79558;6.559235;msap@cc-paysdesecrins.com;04 92 23 06 21;Collectivité;Communauté de communes du Pays des Ecrins;9:00 - 12:15 / 13:30 - 18:30;9:00 - 12:15;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 ;-;;Espace labellisé
634;1;Amberieu-en-Bugey;;;01004;01500;AMBERIEU EN BUGEY;45.95484;5.340895;agora.amberieu@gmail.com;04 74 35 30 97;Collectivité;Communauté de communes de la Plaine de l'Ain;8:45 - 12:00 / 13:30 - 17:00;8:45 - 12:00 / 13:30 - 17:00;8:45 - 12:00 / 13:30 - 17:00;8:45 - 12:00 / 13:30 - 17:00;8:45 - 12:00 / 13:30 - 17:00;-;;Espace labellisé
635;4;Val de Durance;;Les jardins de la cité;04049;04600;CHÂTEAU-ARNOUX-SAINT-AUBAN;44.07189;5.994006;msap.valdurance@provencealpesagglo.fr;04 92 37 25 94;Collectivité;Provence Alpes Agglomération;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;8:30 - 12:00 / 13:30 - 17:00;-;;Espace labellisé
636;6;Les Aspres;;;06069;06100;GRASSE;43.64335;6.944482;franceservicesdesaspres@paysdegrasse.fr;06 11 24 14 00;Collectivité;Communauté d’agglomération du pays de Grasse;9:00 - 12:00 / 13:00 - 16:30;10:00 - 12:00 / 13:00 - 16:30;9:00 - 12:00 / 13:00 - 16:30;9:00 - 12:00 / 13:00 - 16:30;9:00 - 12:00 / 13:00 - 16:00;-;;Espace labellisé
637;6;Maison du département Saint-Martin-de-Vésubie;;;06127;06450;SAINT MARTIN DE VESUBIE;44.07136;7.256412;mddstmartin-vesubie@departement06.fr;04 89 04 54 11;Collectivité;Conseil départemental;-;9:00 - 18:00;9:00 - 18:00;9:00 - 18:00;9:00 - 18:00;9:00 - 18:00;;Espace labellisé
638;12;Entraygues sur Truyère;;;12094;12140;ENTRAYGUES SUR TRUYÈRE;44.64503;2.564297;centresocial.entraygues@wanadoo.fr;05 65 44 49 57;Association;Centre social d’Entraygues sur Truyère;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;-;;Espace labellisé
639;12;Séveragais;;;12270;12150;SÉVERAC D’AVEYRON;44.32227;3.071088;msap.severagais@caussesaubrac.fr;05 65 47 78 73;Association;Familles rurales;9:00 - 16:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 16:30;9:00 - 16:30;9:00 - 13:00;-;;Espace labellisé
640;15;CyberCantal;;;15014;15015;AURILLAC;44.92713;2.445976;ccellarier@cantal.fr;04 71 46 22 38;Collectivité;Conseil départemental du Cantal ;10:00 - 12:30 / 13:30 - 16:00;10:00 - 12:30 / 13:30 - 16:00;10:00 - 12:30 / 13:30 - 16:00;10:00 - 12:30 / 13:30 - 16:00;10:00 - 12:00 / 13:30 - 15:30;-;Oui;Espace labellisé
641;43;Chambon sur Lignon;;;43051;43400;LE CHAMBON SUR LIGNON;45.0612;4.302535;msap.le-chambon-sur-Lignon@laposte.fr;04 71 56 51 09;La Poste;La Poste;8:45 - 12:00 / 14:00 - 17:00;8:45 - 11:15 / 14:45 - 17:00;8:45 - 12:00 / 14:00 - 17:00;8:45 - 12:00 / 14:00 - 17:00;8:45 - 12:00 / 14:00 - 17:00;8:45 - 12:00;;Espace labellisé
642;5;Guillestrois;;Communauté de communes;05065;05600;GUILLESTRE;44.66139;6.649748;msapguillestre@comcomgq.com;04 92 45 42 42;Collectivité;Communauté de communes du Guillestrois et du Queyras;9:00 - 12:00 / 13:30 - 16:30;13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00;-;;Espace labellisé
643;39;Petite Montagne;;;39016;39240;ARINTHOD;46.39294;5.566884;msap@petitemontagne.fr;03 84 48 75 86;Collectivité;Communauté de communes Jura Sud, Pays des Lacs, Petite Montagne et région d'Orgelet;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;8:30 - 12:00 / 13:30 - 18:00;8:30 - 12:00 / 13:30 - 17:00;-;;Espace labellisé
644;39;Porte du Jura;;;39043;39190;BEAUFORT-ORBAGNA;46.57316;5.438472;efs@ccportedujura.fr;03 84 48 96 67;Collectivité;Communauté de communes Porte du Jura;10:00 - 12:00 / 14:00 - 17:00;10:00 - 12:00 / 14:00 - 17:00;10:00 - 12:00 / 14:00 - 17:00;10:00 - 12:00 / 14:00 - 17:00;10:00 - 12:00 / 14:00 - 17:00;-;;Espace labellisé
645;974;Piton Des Goyaves;;;97405;97429;PETITE ILE;-21.3217;55.5547;mfs@petite-ile.re;02 62 71 15 15;Collectivité;;7:30 - 12:30 / 13:15- 16:00;7:30 - 12:30 / 13:15- 16:00;7:30 - 12:30 / 13:15- 16:00;7:30 - 12:30;7:30 - 12:30 / 13:15- 15:00;-;;Espace labellisé
646;44;Nozay;;Mairie;44113;44170;NOZAY;47.56499;-1.62639;contact@msp-nozay.fr;02 40 41 30 60;Opérateur;MSA;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30;9:30 - 12:30 / 14:00 - 17:00;9:00 - 12:00;-;;Espace labellisé
647;45;Maison du Département de Pithiviers;;;45252;45300;PITHIVIERS;48.17401;2.250441;mdd.pithiverais@loiret.fr;02 38 40 52 52;Collectivité;Maison du département (Conseil départemental);8:30 - 12:00 / 13:30 - 16:30;8:30 - 12:00 / 13:30 - 16:30;8:30 - 12:00 / 13:30 - 16:30;8:30 - 12:00 / 13:30 - 16:30;8:30 - 12:00 / 13:30 - 15:30;-;;Espace labellisé
648;47;Villeneuve-sur-Lot;;;47323;47300;VILLENEUVE-SUR-LOT;44.40707;0.705478;franceservices@mlpv47.org;05 53 40 40 00;Association;Mission Locale du Pays Villeneuvois;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;-;;Espace labellisé
649;51;Bocage Champenois;;;51513;51290;SAINT REMY EN BOUZEMONT;48.62828;4.649814;rsp-bocage.champenois@orange.fr;03 26 74 69 94;Collectivité;Communauté de communes Perthois – Bocage et Der;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;-;;Espace labellisé
651;51;Suippes;;;51559;51600;SUIPPES;49.13246;4.532365;msap@cc-regiondesuippes.com;03 26 63 54 49 ;Collectivité;Communauté de communes de la Région de Suippes;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;-;;Espace labellisé
652;57;Ennery;;;57193;57365;ENNEY;49.2262;6.217089;msap.ennery@laposte.fr;03 87 58 74 24;La Poste;La Poste;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00;;Espace labellisé
653;57;Vic sur Seille;;;57712;57630;VIC SUR SEILLE;48.78215;6.530467;france-services@comcom-sgc.fr;03 83 31 03 51;Collectivité;;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;;Espace labellisé
654;57;Morhange;;1er étage;57483;57340;MORHANGE;48.92625;6.650781;msap@agglo-saint-avold.fr;03 87 05 07 91;Collectivité;Communauté d'Agglomération Saint-Avold Synergie;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 13:00 - 16:00;-;;Espace labellisé
655;58;Saint Benin d'Azy;;;58232;58270;SAINT BENIN D'AZY;46.99901;3.392872;;;Association;Centre socioculturel des Amognes;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00;;Espace labellisé
656;69;PIMMS de Rillieux la Pape;;Verchères 2;69286;69140;RILLIEUX-LA-PAPE;45.81806;4.903729;rillieux@pimms.org;04 37 90 52 77;PIMMS;Union Nationale des PIMMS;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;13:30 - 17:00;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00 ;-;;Espace labellisé
657;69;PIMMS de Lyon Etats-Unis;;;69388;69008;LYON 8;45.73236;4.863936;etats-unis@pimms.org;04 37 90 52 77;PIMMS;Union Nationale des PIMMS;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00 ;13:30 - 17:00;-;;Espace labellisé
658;69;PIMMS de Lyon Vaise;;;69389;69009;LYON 9;45.77267;4.805198;vaise@pimms.org;04 37 90 52 77;PIMMS;Union Nationale des PIMMS;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;-;;Espace labellisé
659;69;Thizy les Bourgs;;;69248;69240;THIZY LES BOURGS;46.03149;4.31146;franceservices@thizylesbourgs.fr;04 74 64 65 90;Collectivité;Commune de Thizy les Bourgs;8:30 - 12:00;8:30 - 13:00;8:30 - 13:00;15:00 - 19:00;8:30 - 13:00;9:00 - 12:00;;Espace labellisé
660;69;PIMMS de Villefranche Beaujolais Saône;;;69264;69400;VILLEFRANCHE-SUR-SAÔNE;45.9846;4.706064;villefranche@pimms.org;04 74 65 32 14;PIMMS;Union Nationale des PIMMS;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00;-;;Espace labellisé
661;69;Vaugneray;;;69255;69670;VAUGNERAY;45.73792;4.657282;efs@vaugneray.com;04 87 25 53 31;Collectivité;Vaugneray;14:30 - 17:30;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 19:00;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00;;Espace labellisé
662;69;Fleurie;;;69084;69820;FLEURIE;46.19134;4.692625;Jean-marie.muller@laposte.fr;04 74 04 18 99;La Poste;La Poste;8:30 - 12:00 / 14:15 - 16:30;8:30 - 12:00 / 14:15 - 16:30;8:30 - 12:00 / 14:15 - 16:30;8:30 - 12:00 / 14:15 - 16:30;8:30 - 12:00 / 14:15 - 16:30;9:00 - 12:00;;Espace labellisé
663;72;Loir-Lucé-Bercé;;;72143;72150;LE GRAND-LUCE;47.86691;0.461265;centresocial.legrandluce@wanadoo.fr;02 43 40 92 76;Collectivité;CC Loir-Lucé-Bercé -  Délégation : Centre social rural de Lucé;9:30 - 12:30 / 14:00 - 17:30;9:30 - 12:30 / 14:00 - 17:30;9:30 - 12:30 / 14:00 - 17:30;9:30 - 12:30 / 14:00 - 17:30;9:30 - 12:30;-;;Espace labellisé
664;72;Voyageurs 72;;;72181;72100;LE MANS;47.95325;0.185936;accueil@voyageurs72.fr;02 43 52 18 59;Association;"Centre social ""Gens du voyage"" - Voyageurs 72";9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00;10:00 - 13:00 / 13:30 - 16:30;13:00 - 16:30;-;;Espace labellisé
665;73;Moûtiers;;;73181;73600;MOÛTIERS;45.48344;6.533894;co.maisondesservices@moutiers.org;04 79 00 08 35;Collectivité;Communauté de communes cœur de Tarentaise;14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00 / 14:00 - 17:00 ;-;;Espace labellisé
666;76;Bacqueville-en-Caux;;;76051;76730;BACQUEVILLE-EN-CAUX;49.78599;1.000553;maisonfranceservices@terroirdecaux.net;02 27 28 07 64;Collectivité;"Communauté de communes Terroir de Caux";9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00;-;;Espace labellisé
667;94;L’Escale ;;;94079;94350;VILLIERS-SUR-MARNE;48.83054;2.539545;accueil-franceservices@mairie-villiers94.com ;01 49 41 41 50 ;Collectivité;Centre socioculturel Escale;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;Espace labellisé
668;93;Saint-Denis;;Centre commercial;93066;93200;SAINT-DENIS;48.94259;2.381631;msap.saint-denis-floreal@laposte.fr;;La Poste;La Poste;9:30 - 12:00 / 14:30 - 19:00;9:30 - 12:00 / 14:30 - 17:00;9:30 - 12:00 / 14:30 - 17:00;9:30 - 12:00 / 14:30 - 17:00;14:30 - 19:00;8:30 - 12:30;;Espace labellisé
669;35;Janzé;;;35136;35150;JANZE;47.96033;-1.49803;maison.franceservices@janze.fr;02 99 47 00 54;Collectivité;Ville de Janzé;9:00 - 12:00 / 14:00 - 16:00;9:00 - 12:00 / 14:00 - 16:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 14:00;-;;Espace labellisé
